opportunity_id,original_sheet_name,original_row_number,company_id,company_name,program_name,program_type,city,region,work_mode,duration,compensation,application_method,application_window,open_window_type,degree_tags,eligible_majors,role_clusters,technical_skills,skills_list,tools_list,requirements,eligibility_summary,required_documents,interview_required,interview_mode,interview_stages,source_url,source_domain,source_type,verified_opportunity,verified_coopintern,verification_level,evidence_summary,last_verified_date,data_quality_notes,AI_Fit,CS_Fit,CYS_Fit,CIS_Fit,Data_Eng_Fit,Computer_Eng_Fit,Fintech_Fit,Data_Science_Fit,AI_Fit_Num,CS_Fit_Num,CYS_Fit_Num,CIS_Fit_Num,Data_Eng_Fit_Num,Computer_Eng_Fit_Num,Fintech_Fit_Num,Data_Science_Fit_Num,inferred_role_cluster,inferred_interests,inferred_skills,required_skills,preferred_skills
105,Companies,384,273,Savvy Games Group,Cooperative Training Program (Co-op),COOP,Riyadh,Riyadh Region,In person,7 months,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity,IT fundamentals; cybersecurity basics; teamwork; communication.,cybersecurity basics; IT fundamentals; ITIL; Cybersecurity Fundamentals,Not stated,COOP trainees; department aligned to field (per posting).,Students seeking cooperative training; vacancies include IT and Cyber Security (per posting).,Not stated on posting.,No,Not stated,Only shortlisted candidates contacted (per posting).,https://sa.linkedin.com/jobs/view/cooperative-training-program-co-op-at-savvy-games-group-3948160644,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Cooperative Training Program (Co-op) includes IT and Cyber Security vacancies; duration 7 months.,46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Medium,High,High,High,Medium,Medium,Low,Medium,1,2,2,2,1,1,0,1,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring
106,Companies,385,231,Bank AlJazira,Tamheer Program,Graduate Program,Riyadh,Riyadh Region,In person,6 months,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Communication; MS Office; basic CS/IT.,basic CS; IT; MS Office; ITIL,Linux; Windows; MS Office; Excel,Saudi nationals; fresh graduates; English language; immediate joining (per posting).,Fresh graduates; backgrounds include CS and IT (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/tamheer-program-at-bank-aljazira-%D8%A8%D9%86%D9%83-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-4092505961,sa.linkedin.com,Medium,Yes,No,LinkedIn Job Post,LinkedIn posting: Tamheer Program is 6-month on-the-job training for fresh graduates; backgrounds include CS and IT; locations Riyadh and Jeddah.,46089,Not a COOP program; kept Verified_CoopIntern=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: tools normalized/deduped.,Low,Medium,Medium,Medium,Low,Low,Medium,Low,0,1,1,1,0,0,1,0,Backend Engineering,FinTech; Software Development; Data Science; Cybersecurity,sql; python; api; cybersecurity; data analysis,python; apis; sql; git,docker; testing; cloud; rest apis
107,Companies,387,274,sirar by stc,Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity,Cybersecurity basics; communication; MS Office.,Cybersecurity basics; GRC; MS Office; SOC; ITIL; Cybersecurity Fundamentals; SOC Monitoring,MS Office; Excel,Majors include Cybersecurity/IT/Computer Science/Software Engineering/MIS and others; basic cybersecurity; fluent Arabic & English; MS Office basics (per posting).,Bachelor students eligible for cooperative training (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/cooperative-training-program-at-sirar-by-stc-4000085423,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: Cooperative Training Program; majors include Cybersecurity, IT, Computer Science, Software Engineering, MIS and others; basic cybersecurity knowledge and Arabic/English.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped. Pass26: tools normalized/deduped.,Medium,High,High,High,Low,Medium,Low,Low,1,2,2,2,0,1,0,0,Network Security,Cybersecurity; Cloud / DevOps; Software Development,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment; python; api; sql; git,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing
108,Companies,389,275,Gathern,Co-op Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Exact Dates,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Software Engineering,Software engineering; product thinking; analytics; UX basics.,analytics; product thinking; Software engineering; Statistics; UX basics; Data analysis; ITIL,Not stated,Final-year or COOP-eligible students; majors include CS/SE/IT/UX-UI/Data Science/Statistics (per posting).,University students eligible for a co-op program (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/coop-training-program-at-gathern-%D8%AC%D8%A7%D8%B0%D8%B1-%D8%A5%D9%86-4294356083,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Co-op Program; majors include CS/Software Engineering/IT/UX-UI/Data Science; deadline 15 Oct 2025; mentorship and potential employment.,46084,Application deadline explicitly stated (15 Oct 2025). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,High,Medium,High,Medium,Medium,Low,High,1,2,1,2,1,1,0,2,AI / Machine Learning,Data Science; Data Engineering; Software Development,python; sql; machine learning; data analysis; api; git,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization
109,Companies,390,75,Elm Company (شركة علم),Coop Training - Computer Science (Jan/Mar/Jun/Aug 2025 Intake),COOP,Riyadh,Riyadh Region,In person,>=16 weeks,Not stated,Apply via source page,See source page,Month Mentioned,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Artificial Intelligence;Software Engineering,Software engineering fundamentals; teamwork; communication.,communication,Not stated,GPA >=2.75/4 or 3.25/5; students with one remaining final semester; COOP duration minimum 16 weeks (per posting).,Final-year students in Computer Science / related (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/coop-training-computer-science-jan-mar-jun-aug-2025-intake-job-at-elm-company-4056471126,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Coop Training - Computer Science with intakes Jan/Mar/Jun/Aug 2025; eligibility GPA >=2.75/4 or 3.25/5; duration min 16 weeks.,46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,High,High,Medium,High,High,Medium,Low,High,2,2,1,2,2,1,0,2,,,,,
110,Companies,391,75,Elm Company (شركة علم),Co-Op Training - Information Technology (Jun & Aug 2025 Intake),COOP,Riyadh,Riyadh Region,In person,>=16 weeks,Not stated,Apply via source page,See source page,Month Mentioned,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Artificial Intelligence;Software Engineering,IT fundamentals; collaboration; documentation.,documentation; IT fundamentals; ITIL,Not stated,GPA >=2.75/4 or 3.25/5; students with one remaining final semester; COOP duration minimum 16 weeks (per posting).,Final-year students in IT/MIS/related (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/co-op-training-information-technology-jun-aug-2025-intake-job-at-elm-company-4112442226,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Co-Op Training - Information Technology (Jun & Aug 2025 Intake); eligibility includes GPA threshold and final-semester status; duration min 16 weeks.,46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,High,High,Medium,High,High,Medium,Low,High,2,2,1,2,2,1,0,2,,,,,
111,Companies,393,276,EJADA,COOP Administration & Support Engineer,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,IT Support,IIS; Apache Tomcat; SharePoint; access control; log analysis; monitoring; SOP writing.,access control; Apache Tomcat; IIS; log analysis; monitoring; SharePoint; SOP writing; ITIL; GRC; SOC Monitoring,Linux; Windows; SharePoint,COOP training role focused on system administration and production support (per posting).,COOP-eligible students in IT/CS-related fields (field not explicitly listed in snippet).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/coop-administration-support-engineer-at-ejada-4097664468,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: COOP Administration & Support Engineer (system administration + technical support) with hands-on scope (IIS, Apache Tomcat, SharePoint, monitoring/log analysis, SOP documentation).",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,High,Medium,High,Low,Medium,Low,Low,1,2,1,2,0,1,0,0,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring
112,Companies,395,277,Emdad By Elm,Network Cooperative Training (Network Intern),COOP,Jeddah,Not stated,In person,6 months,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Networking,LAN/WAN; Wi‑Fi; switches/routers; VLAN; IP addressing; DHCP/DNS basics; change management; troubleshooting.,change management; DHCP; DNS basics; IP addressing; LAN; Networking Fundamentals; routers; switches; troubleshooting; VLAN; WAN; Wi‑Fi; ITIL; Networking,Linux; Windows,Network intern responsibilities include LAN/WAN/Wi‑Fi support; basic configuration under supervision; troubleshooting and documentation (per posting).,COOP-eligible students interested in networking/IT (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/network-cooperative-training-at-emdad-by-elm-4328025202,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: Network Cooperative Training (Network Intern) in Jeddah; duration 6 months; supports LAN/WAN/Wi‑Fi ops, basic configs, VLAN/IP/DHCP/DNS basics, troubleshooting.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Low,High,High,High,Low,High,Low,Low,0,2,2,2,0,2,0,0,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
113,Companies,397,278,AILA,Co-op Training Programme,COOP,Riyadh,Riyadh Region,Remote,4 months,Unpaid; commission on successful client deals (per posting).,Apply via source page,See source page,Closed (observed 2026-03-08),AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Communication; teamwork; market understanding; basic tech/product skills.,APIs; basic tech; market understanding; product skills,Not stated,Recent university graduates; self-driven/adaptable; interest in AI in education; matched to teams based on skills/interview outcomes (per posting).,Recent graduates seeking practical experience in EdTech (per posting).,Not stated on posting.,Yes,Remote,Team matching based on skills/interests and interview outcomes (per posting).,https://sa.linkedin.com/jobs/view/co-op-training-programme-at-aila-4259425338,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: Co-op Training Programme for recent graduates; 4-month immersive unpaid training, commission on successful client deals; flexible hybrid model primarily remote.",46089,Posting states hybrid (primarily remote with occasional on-site). Stored Work_Mode=Remote per dataset rule. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: source recheck batch (observed 2026-03-08),High,High,Medium,High,Medium,Medium,Low,Medium,2,2,1,2,1,1,0,1,AI / Machine Learning,Data Science; Data Engineering; Software Development,python; sql; machine learning; data analysis; api; git,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing
114,Companies,399,279,Foodics,Foodics 360 Internship Program,Internship,Riyadh,Riyadh Region,In person,Summer (3 months),Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Basic troubleshooting; customer support; documentation,Basic troubleshooting; customer support; Troubleshooting,Not stated,Enthusiastic about technology & customer service; proactive problem-solving; strong communication; willing to learn (see posting).,University students (summer internship); tech + customer service focus (see posting).,Not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/foodics-360-internship-program-at-foodics-3981591576,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: summer internship program focused on customer display system (CDS) support, field operations, and cross-departmental training; duration stated as 3 months.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: cert suggestions from Role_Certs mapping.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
115,Companies,401,280,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,COOP,Makkah,Makkah Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Software Engineering,Not stated,Not stated; ITIL,Not stated,Saudi nationality; coop-eligible; technical specialty (see posting).,"Saudi; eligible for cooperative training; technical specialty (Software Engineering, CS/IT, MIS/engineering tech).",Not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%8A-internship-program-at-salla-3942648458,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: Cooperative Training (برنامج التدريب التعاوني) for Saudi students; eligible for coop; technical specialties listed (Software Eng, CS/IT, MIS/engineering tech).",46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
116,Companies,403,281,Lucidya,Technical Internship or Coop – Lucidya,COOP,Jeddah,Not stated,In person,Short-term (not specified),Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Artificial Intelligence,Programming; ML/Big Data exposure (as stated); Agile teamwork,Agile teamwork; Big Data exposure (as stated); Machine Learning; Programming; Agile/Scrum; Big Data; Cybersecurity Fundamentals; Web Development,Not stated,Strong programming skills; fast learner; graduating student (see posting).,"Graduating students fulfilling graduation requirements; technical fields listed (UI/UX, Front-end, Backend, Engine/DB, SysAdmin, AI, Cybersecurity).",Not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/technical-internship-or-coop-at-lucidya-%D9%84%D9%88%D8%B3%D9%8A%D8%AF%D9%8A%D8%A7-4278781290,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: Technical Internship/Coop for graduating students; short-term projects; ML & Big Data product; fields listed include Front-end, Backend, System Administration, AI, Cybersecurity, UI/UX.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,High,High,Medium,High,High,Medium,Low,High,2,2,1,2,2,1,0,2,Cybersecurity,Cybersecurity; Data Science; Data Engineering; Software Development,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; sql; machine learning; data analysis; api; git,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing
117,Companies,405,282,Diriyah Company,Diriyah Co-op Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Paid (monthly reward; amount not stated),Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Saudi; GPA minimum; senior student (see posting).,Saudi; minimum GPA 2.5/4 or 3.5/5; senior student (completed coursework); bachelor qualification.,Not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/diriyah-company-coop-training-program-at-diriyah-company-l-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D8%AF%D8%B1%D8%B9%D9%8A%D8%A9-4210705184,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Diriyah Co-op Training Program; eligibility includes Saudi nationality + GPA thresholds; benefits include paid monthly reward + completion certificate.,2026-03-02,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,,,,,
118,Companies,407,283,Riyadh Air,Co-op – Riyadh Air,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Power BI,Saudi; GPA threshold; full-time availability; bilingual Arabic/English valued (see posting).,Saudi; COOP required by university; GPA ≥ 3/5 or ≥ 2/4; full-time in Riyadh; university verification letter; Arabic/English preferred.,University verification letter (as stated); others not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/co-op-at-riyadh-air-%D8%B7%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-4311872699,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn posting: Co-op for students whose degree requires COOP; Saudi nationality; GPA thresholds; requires full-time availability in Riyadh and university verification letter.,2026-03-02,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs.,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,,,,,
119,Companies,409,284,Jahez Group,Jahez Internship Program (as described in Sustainability Report),Internship,Riyadh,Riyadh Region,In person,3 months (training period),"SAR 6,000/month (as stated)",Not stated (program initiated based on vacancy need/request),Not stated,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Power BI,Recent graduate; selection via interviews; evaluation form + manager assessment (per report).,Recent graduates; program initiated when there is a vacancy need/request; interviews conducted (per report).,Not stated,No,Not stated,Interviews conducted (details not stated),https://jahezgroup.com/wp-content/uploads/2021/10/Jahez-Sustainability-Report-2022-English.pdf?x77042=,jahezgroup.com,High,Yes,Yes,Company Official,"Official sustainability report (2022) describing internship program: interviews conducted; 3-month training; SAR 6,000/month; possible extension or job offer based on evaluation.",2026-03-02,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
120,Companies,411,76,Lumi | لومي,COOP Intern 2025 – Lumi,COOP,Riyadh,Riyadh Region,In person,Not stated,"Incentive: SAR 1,500/month (as stated)",Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Linux; Windows,Saudi; senior student; very good GPA; university letter (see post).,Saudi; senior student (not yet graduated); very good GPA; university letter.,University letter (as stated); others not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/coop-intern-2025-at-lumi-%D9%84%D9%88%D9%85%D9%8A-4061517645,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn post: COOP Intern 2025; eligibility includes Saudi nationality + senior student + very good GPA + university letter; benefits include 1,500 SAR/month incentive + company laptop + experience letter.",2026-03-02,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs.,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,,,,,
121,Companies,413,285,webook.com,COOP Trainee Opportunities – webook.com,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Power BI,English proficiency; availability for full COOP duration; strong communication (see posting).,Students available for full COOP duration; English proficiency; strong communication.,Not stated,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/coop-trainee-opportunities-at-webook-com-4361522849,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn posting: COOP Trainee Opportunities; areas include Technology, PM, Event Ops, Marketing, BizDev; requirements include English proficiency, availability for full COOP duration, strong communication.",2026-03-02,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs.,Medium,High,Medium,High,Medium,Medium,Low,Medium,1,2,1,2,1,1,0,1,,,,,
122,Companies,415,286,moneymoon,Tech & AI Co-op Program 2025,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via LinkedIn posting,Not stated (posting may be closed),Not Stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Artificial Intelligence;Software Engineering,Python; n8n; APIs; basic cloud (OCI); LLM tooling; connectors; logging/monitoring; documentation,APIs; basic cloud (OCI); connectors; LLM tooling; logging; monitoring; n8n; Python; Cloud Computing; SOC Monitoring,Oracle DB,Co-op students only; build AI automations (n8n); develop Python utilities/services; prototype on Oracle Cloud (OCI); implement LLM-enabled internal copilots; build connectors; document and handover.,Exclusively for COOP students; on-site attendance at Riyadh HQ; completion of AI interview is mandatory.,Not stated,Yes,Remote,AI interview (mandatory) (format not stated).,https://sa.linkedin.com/jobs/view/tech-ai-co-op-program-2025-at-moneymoon-4329185674,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,Co-op students only; build AI automations (n8n); develop Python utilities/services; prototype on Oracle Cloud (OCI); implement LLM-enabled internal copilots; build connectors; document and handover.,46089,Interview mode inferred as remote; posting states on-site work at Riyadh HQ. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped. | Pass28: generalized cert note for General Program to avoid ungrounded cert suggestions.,High,High,Medium,Medium,High,Medium,High,High,2,2,1,1,2,1,2,2,Cybersecurity,Cybersecurity; Data Science; Data Engineering; Software Development,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; sql; machine learning; data analysis; api; git,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing
