profile_id,opportunity_id,company_name,program_name,chat_message,major,city,skills,interest,program_type,work_mode,target_score,predicted_score,score_difference,absolute_difference,rank_by_rubric,rank_by_ml
cs-iau-backend,30,EXPRO,COOP Training (Future Makers Program),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,125,153
cs-iau-backend,33,National Center for Vegetation Cover Development & Combating Desertification (NCVC),COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,55.16201392129067,2.662013921290672,2.662013921290672,126,134
cs-iau-backend,34,Saudi Power Procurement Company (SPPC),Future Power – COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.69600004165822,1.1960000416582233,1.1960000416582233,127,142
cs-iau-backend,35,TBC (Tatweer Building Company),Cooperative Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.69600004165822,1.1960000416582233,1.1960000416582233,128,143
cs-iau-backend,40,Saudi Power Procurement Company (SPPC) – Future Power (Business Admin COOP),Future Power – Business Administration COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,58.3098310753125,5.809831075312502,5.809831075312502,129,115
cs-iau-backend,46,ROSHN | COOP Trainee Program,COOP Trainee Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,55.16201392129067,2.662013921290672,2.662013921290672,130,135
cs-iau-backend,65,Expenditure & Projects Efficiency Authority (EXPRO),Future Makers (صنّاع المستقبل) – Cooperative Training,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,54.667723355131145,2.1677233551311446,2.1677233551311446,131,139
cs-iau-backend,66,Ministry of Finance (Saudi Arabia),Cooperative Training Program (Ministry of Finance),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,55.16201392129067,2.662013921290672,2.662013921290672,132,136
cs-iau-backend,67,General Entertainment Authority (GEA),GEA Cooperative Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,133,154
cs-iau-backend,68,Banque Saudi Fransi (BSF),COOP Training,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,59.69761183657219,7.197611836572193,7.197611836572193,134,103
cs-iau-backend,83,CEER,Cooperative Training Program (COOP),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.69600004165822,1.1960000416582233,1.1960000416582233,135,144
cs-iau-backend,87,Banque Saudi Fransi (BSF),Coop Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,57.84367361945292,5.343673619452922,5.343673619452922,136,118
cs-iau-backend,88,Tech Economy,COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,56.68560348064251,4.185603480642513,4.185603480642513,137,123
cs-iau-backend,89,SAMI Advanced Electronics (SAMI-AEC),Coop Trainee,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,57.509961134647895,5.009961134647895,5.009961134647895,138,119
cs-iau-backend,95,ARDARA,COOP Training for Students,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,139,156
cs-iau-backend,99,Mobily,Cooperative Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,56.68560348064251,4.185603480642513,4.185603480642513,140,125
cs-iau-backend,101,Alvarez & Marsal,COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,56.68560348064251,4.185603480642513,4.185603480642513,141,126
cs-iau-backend,102,Visa,COOP Trainee (Jan 2026),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,55.16201392129067,2.662013921290672,2.662013921290672,142,137
cs-iau-backend,103,Zain KSA,Evolve Program (Fresh Graduates),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,55.5199602278698,3.0199602278698023,3.0199602278698023,143,131
cs-iau-backend,105,Savvy Games Group,Cooperative Training Program (Co-op),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,56.90969316941899,4.409693169418993,4.409693169418993,144,121
cs-iau-backend,111,EJADA,COOP Administration & Support Engineer,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,60.999976975328345,8.499976975328345,8.499976975328345,145,89
cs-iau-backend,117,Diriyah Company,Diriyah Co-op Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,146,159
cs-iau-backend,118,Riyadh Air,Co-op – Riyadh Air,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,147,160
cs-iau-backend,120,Lumi | لومي,COOP Intern 2025 – Lumi,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.52281789688139,1.0228178968813921,1.0228178968813921,148,161
cs-iau-backend,121,webook.com,COOP Trainee Opportunities – webook.com,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.5,53.69600004165822,1.1960000416582233,1.1960000416582233,149,145
cs-iau-backend,157,Nahdi Medical Co.,IT Internship / COOP Program (6 months),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,52.0,58.482969999399934,6.482969999399934,6.482969999399934,150,112
cs-iau-backend,112,Emdad By Elm,Network Cooperative Training (Network Intern),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,51.5,62.25454496122116,10.754544961221157,10.754544961221157,151,80
cs-iau-backend,152,Schneider Electric,Co-op Intern (Engineering) - Al Khobar (Jan–Aug 2026),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,51.5,62.783063065722736,11.283063065722736,11.283063065722736,152,71
cs-iau-backend,51,Ministry of Finance (Saudi Arabia) | Cooperative Training Program,Cooperative Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,50.5,48.243749574781496,-2.2562504252185036,2.2562504252185036,153,168
cs-iau-backend,55,SAMA | SAMA Professional Program (SPP),SAMA Professional Program (SPP),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,50.5,49.30352315115347,-1.1964768488465296,1.1964768488465296,154,167
cs-iau-backend,165,Innovative Solutions SA,Presales - Tamheer,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,50.5,51.934333212924464,1.4343332129244644,1.4343332129244644,155,164
cs-iau-backend,168,هيئة التأمين | Insurance Authority,Tamheer Opportunity - Specialist of Information Security,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,50.5,50.76581689282309,0.2658168928230893,0.2658168928230893,156,166
cs-iau-backend,8,KPMG Saudi Arabia,COOP & Internship Programs,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,53.69600004165822,6.196000041658223,6.196000041658223,157,141
cs-iau-backend,14,Saudi Exports (Saudi Export Development Authority),COOP & Summer Training (FAQ-confirmed),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,53.52281789688139,6.022817896881392,6.022817896881392,158,149
cs-iau-backend,28,"Zakat, Tax and Customs Authority (ZATCA)",Binaa-Alkafaat Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,51.32731067557757,3.8273106755775714,3.8273106755775714,159,165
cs-iau-backend,32,TBC (The Beauty Company),Cooperative Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,52.856577153891074,5.356577153891074,5.356577153891074,160,163
cs-iau-backend,39,Saudi Food & Drug Authority (SFDA),COOP training (First semester 2025-2026 intake),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,56.68560348064251,9.185603480642513,9.185603480642513,161,122
cs-iau-backend,90,NHC,COOP Trainee,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.5,56.68560348064251,9.185603480642513,9.185603480642513,162,124
cs-iau-backend,98,Saudi Motorsport Company (SMC),COOP Trainee (Supply Chain Excellence Associate),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.0,64.686314828329,17.686314828329003,17.686314828329003,163,51
cs-iau-backend,115,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,47.0,53.52281789688139,6.522817896881392,6.522817896881392,164,158
cs-iau-backend,2,SABIC,COOP Training Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,45.5,53.52281789688139,8.022817896881392,8.022817896881392,165,146
cs-iau-backend,52,Ministry of Industry and Mineral Resources | Cooperative Training,Cooperative Training Initiative,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,45.5,48.243749574781496,2.7437495747814964,2.7437495747814964,166,169
cs-iau-backend,56,HRDF | Cooperative Training Product,Cooperative Training Product,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,45.5,48.243749574781496,2.7437495747814964,2.7437495747814964,167,170
cs-iau-backend,1,Saudi Aramco,University Internship Program (UIP),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,42.5,56.40220618018178,13.902206180181778,13.902206180181778,168,127
cs-iau-backend,38,BSF (Banque Saudi Fransi),COOP / Internship,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,42.5,57.84367361945292,15.343673619452922,15.343673619452922,169,117
cs-iau-backend,82,Saudi Ground Services (SGS),COOP Program,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,42.5,53.52281789688139,11.022817896881392,11.022817896881392,170,155
cs-iau-backend,167,TAM | تام,"Tamheer Opportunity, Advisory",CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,36.5,32.12825243580906,-4.37174756419094,4.37174756419094,171,171
cs-iau-backend,29,Human Resources Development Fund (HRDF) – Cooperative Training Product,Cooperative Training (HRDF product),CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,10.5,29.939555235455305,19.439555235455305,19.439555235455305,172,173
cs-iau-backend,31,Ministry of Industry and Mineral Resources (MIM) – Cooperative Training Initiative,Cooperative Training Initiative,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,10.5,31.15589763124169,20.65589763124169,20.65589763124169,173,172
de-cloud-dammam,79,Tabby,Intern Data Engineer,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,61.83,57.14806975104921,-4.681930248950785,4.681930248950785,1,6
de-cloud-dammam,155,Laverne Group | مجموعة لافيرن,Data Analyst / Data Engineer Intern (IT Department),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,59.83,57.5444639158239,-2.285536084176101,2.285536084176101,2,5
de-cloud-dammam,76,Tabby,Intern DevOps Engineer,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,59.5,57.74167683661343,-1.7583231633865708,1.7583231633865708,3,3
de-cloud-dammam,77,Tabby,Intern Backend (GO) Engineer,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,58.83,56.30758367011992,-2.5224163298800804,2.5224163298800804,4,10
de-cloud-dammam,11,Bank Albilad,Cooperative & Summer Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,56.83,45.28922047522714,-11.540779524772859,11.540779524772859,5,69
de-cloud-dammam,156,Meel | ميل,"Software Developer Internship (Remote, min 2 months)",Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,56.83,56.30758367011992,-0.5224163298800804,0.5224163298800804,6,11
de-cloud-dammam,140,Bosch Middle East,Software Development Intern (AI/Cloud),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,56.5,58.48455934008931,1.9845593400893122,1.9845593400893122,7,1
de-cloud-dammam,143,Lean Technologies,Software Engineering Intern – KSA,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,55.83,50.0702931076159,-5.759706892384095,5.759706892384095,8,28
de-cloud-dammam,122,moneymoon,Tech & AI Co-op Program 2025,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,53.83,55.85642600462356,2.026426004623559,2.026426004623559,9,12
de-cloud-dammam,128,SCAI | سكاي,CO-OP Training Opportunities (Intern),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,53.83,56.87716759584795,3.0471675958479523,3.0471675958479523,10,7
de-cloud-dammam,144,Mirai (Scopely) | مِراي,AI Engineering Intern (GenAI),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,53.83,51.1174330390037,-2.7125669609962983,2.7125669609962983,11,25
de-cloud-dammam,159,Knodemy Inc.,AI Developer & Tech Trainer Intern - Riyadh,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,53.83,51.59635224119452,-2.233647758805475,2.233647758805475,12,24
de-cloud-dammam,113,AILA,Co-op Training Programme,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,52.33,55.21253104288196,2.882531042881965,2.882531042881965,13,15
de-cloud-dammam,161,AFNOYS,"AI Automation Intern - KSA (Remote, 4 weeks)",Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,52.33,54.50917868640559,2.179178686405592,2.179178686405592,14,18
de-cloud-dammam,12,Tamara,Tamara Builders Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,46.67653406827307,-5.153465931726927,5.153465931726927,15,62
de-cloud-dammam,37,KAPSARC,Intern (Coop- Trainee),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,48.95316136680563,-2.8768386331943674,2.8768386331943674,16,42
de-cloud-dammam,47,Microsoft | Ru'aa Program (Riyadh),Ru'aa Program Internship (Solution Engineering),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,48.26965050785434,-3.5603494921456615,3.5603494921456615,17,48
de-cloud-dammam,71,OmniOps,Co‑op Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,55.70035268991796,3.870352689917965,3.870352689917965,18,13
de-cloud-dammam,72,Tatweer Educational Technologies (TETCO),Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,53.755230845912905,1.9252308459129068,1.9252308459129068,19,21
de-cloud-dammam,78,Tabby,Intern Frontend Engineer,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,49.88443555177796,-1.9455644482220364,1.9455644482220364,20,29
de-cloud-dammam,80,Tabby,No-Code / AI Agents Engineering Intern,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,48.63547536790727,-3.1945246320927296,3.1945246320927296,21,44
de-cloud-dammam,85,TAWAL,COOP Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,53.998638598222506,2.1686385982225076,2.1686385982225076,22,19
de-cloud-dammam,86,Wakeb_Data,COOP Training,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,46.8361715771118,-4.9938284228882,4.9938284228882,23,56
de-cloud-dammam,93,HUED,HUED COOP Program 2026,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,47.75255683251065,-4.077443167489349,4.077443167489349,24,52
de-cloud-dammam,94,Araamis • أرامس,Araamis COOP Program 2026,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,46.8361715771118,-4.9938284228882,4.9938284228882,25,57
de-cloud-dammam,107,sirar by stc,Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,55.23480380965366,3.4048038096536644,3.4048038096536644,26,14
de-cloud-dammam,108,Gathern,Co-op Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,53.998638598222506,2.1686385982225076,2.1686385982225076,27,20
de-cloud-dammam,123,EjadTech - إيجاد التقنية,"Summer Internship Program 2025 (Computer, Data, and AI Majors)",Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,52.59633832669864,0.7663383266986443,0.7663383266986443,28,22
de-cloud-dammam,124,InnovationTeam,Java Microservices Internship Programme (Saudi Nationals),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,54.52972882880291,2.699728828802911,2.699728828802911,29,17
de-cloud-dammam,135,Golf Saudi,IT Co-op Trainee,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,49.13961720110599,-2.6903827988940066,2.6903827988940066,30,41
de-cloud-dammam,137,1957 Ventures,Internship / Co-Op Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,46.8361715771118,-4.9938284228882,4.9938284228882,31,59
de-cloud-dammam,142,Saudi Tadawul Group | تداول,Cooperative Training Program (COOP),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,56.53511350474329,4.705113504743295,4.705113504743295,32,8
de-cloud-dammam,158,SMART Technology Solutions | سمارت لحلول التقنية,R&D Intern (Riyadh),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,48.47583785906854,-3.3541621409314573,3.3541621409314573,33,47
de-cloud-dammam,160,Water Transmission Company | شركة نقل المياه,Tamheer Internship Program (HRIS / Engineering & PM - Riyadh),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.83,44.990302570458894,-6.839697429541104,6.839697429541104,34,78
de-cloud-dammam,24,MOZN,Data Science Intern,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.33,50.93679581143122,-0.3932041885687809,0.3932041885687809,35,26
de-cloud-dammam,145,HungerStation | هنقرستيشن,"Co-OP Trainee, Data Analysis – Info Sec",Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,51.33,58.40148453865788,7.071484538657884,7.071484538657884,36,2
de-cloud-dammam,57,IBM,"Automation, Data & AI – Intern",Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.83,50.49255062328536,0.6625506232853624,0.6625506232853624,37,27
de-cloud-dammam,154,Markaba | مركبة,Start-up Software Intern – TAMHEER (Saudi nationals only),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.83,43.007666813393584,-6.822333186606414,6.822333186606414,38,90
de-cloud-dammam,163,Devoteam,Trainee - Future Leaders Program (Co-op/Fresh Graduate),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.83,49.77743470649181,-0.05256529350818795,0.05256529350818795,39,30
de-cloud-dammam,166,HUMAIN,Tamheer Program (Software Engineer / Cybersecurity / MIS),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.83,45.43344584191844,-4.396554158081557,4.396554158081557,40,68
de-cloud-dammam,10,Deloitte Middle East (KSA),Jusoor Al Sharqiyah Internship Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.5,45.20314461217776,-4.296855387822241,4.296855387822241,41,76
de-cloud-dammam,152,Schneider Electric,Co-op Intern (Engineering) - Al Khobar (Jan–Aug 2026),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.5,45.28922047522714,-4.21077952477286,4.21077952477286,42,72
de-cloud-dammam,92,SDM,AI COOP,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.33,46.717680266971975,-2.6123197330280234,2.6123197330280234,43,60
de-cloud-dammam,20,Amazon Web Services (AWS) - Associate Solutions Architect Intern,Associate Solutions Architect Intern (2026),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,49.17,48.15827545884671,-1.011724541153292,1.011724541153292,44,49
de-cloud-dammam,138,Nokia,Graduate Trainee (Saudi Arabia) – Fledgers Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,48.83,47.76669257865854,-1.063307421341456,1.063307421341456,45,51
de-cloud-dammam,162,SAS,CareerStart@SAS 2026 - Presales Customer Intelligence Intern (Riyadh),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,48.83,48.71874627190215,-0.11125372809785006,0.11125372809785006,46,43
de-cloud-dammam,164,ضالتي Dhallaty,Tech Intern: Fresh Grad or Student,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,48.83,48.55910876306342,-0.2708912369365777,0.2708912369365777,47,46
de-cloud-dammam,169,Snbla | سنبله,Paid Internship Program (FinTech),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,48.83,48.58039009475647,-0.24960990524353122,0.24960990524353122,48,45
de-cloud-dammam,4,Saudi National Bank (SNB),SNB Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.83,46.67653406827307,-1.1534659317269274,1.1534659317269274,49,61
de-cloud-dammam,5,Al Rajhi Bank,Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.83,46.37119964475375,-1.4588003552462467,1.4588003552462467,50,64
de-cloud-dammam,81,Bank Albilad,Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.83,49.20640873759669,1.376408737596691,1.376408737596691,51,36
de-cloud-dammam,97,Saudi Motorsport Company (SMC),COOP Trainee (IT Asset Project Management),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.33,46.8361715771118,-0.4938284228881997,0.4938284228881997,52,58
de-cloud-dammam,116,Lucidya,Technical Internship or Coop – Lucidya,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.33,56.35645598203926,9.02645598203926,9.02645598203926,53,9
de-cloud-dammam,139,Ericsson,Summer Interns (Ericsson Saudi),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.33,51.59635224119452,4.266352241194525,4.266352241194525,54,23
de-cloud-dammam,141,Saudi Payments | المدفوعات السعودية,COOP Training – August 2024,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.33,54.68171937380197,7.35171937380197,7.35171937380197,55,16
de-cloud-dammam,150,Boeing Saudi Arabia Limited,Intern - Info Technology & Data Analytics (Riyadh),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,47.33,57.5444639158239,10.214463915823899,10.214463915823899,56,4
de-cloud-dammam,26,Yasref,Yasref Cooperative Training Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,45.5,42.58473337869314,-2.9152666213068628,2.9152666213068628,57,93
de-cloud-dammam,53,King Fahd Causeway Authority | Internship Program,Internship Program,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,45.5,44.921047284150085,-0.5789527158499155,0.5789527158499155,58,81
de-cloud-dammam,170,2P Perfect Presentation,Data Analyst (Tamheer),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,45.33,43.353444823800544,-1.9765551761994544,1.9765551761994544,59,87
de-cloud-dammam,173,Abunayyan Holding,Data Analyst (Tamheer),Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,45.33,41.347100988506384,-3.9828990114936147,3.9828990114936147,60,111
